"dc:identifier";"dc:modified";"id";"lpgc:NOMBRE_VIA";"lpgc:PARTICULA";"lpgc:TIPO_VIA";"lpgc:TRAMO_VIA"
"3021";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3021";"VALLADOLID";" ";"CALLE";"3021"
"3020";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3020";"VALLADOLID";" ";"CALLE";"3020"
"3017";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3017";"VALLADOLID";" ";"CALLE";"3017"
"3024";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3024";"PALENCIA";" ";"CALLE";"3024"
"3016";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3016";"PALENCIA";" ";"CALLE";"3016"
"3027";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3027";"ALCALA DE HENARES";" ";"CALLE";"3027"
"3026";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3026";"ALCALA DE HENARES";" ";"CALLE";"3026"
"3028";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3028";"PAMPLONA";" ";"CALLE";"3028"
"1024";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1024";"FORMOSA";" ";"CALLE";"1024"
"1035";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1035";"FORO";" ";"CALLE";"1035"
"1034";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1034";"FORTUNATA";" ";"CALLE";"1034"
"1037";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1037";"FORTUNY";" ";"CALLE";"1037"
"1036";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1036";"FORTUNY";" ";"CALLE";"1036"
"1033";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1033";"FRAGATA";" ";"CALLE";"1033"
"1040";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1040";"FRAGUA";" ";"CALLE";"1040"
"1041";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1041";"FRANCISCO DE ESPINOSA";" ";"CALLE";"1041"
"5882";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5882";"FRANCISCO DE ESPINOSA";" ";"CALLE";"5882"
"1049";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1049";"FRANCISCO DE TORQUEMADA";" ";"CALLE";"1049"
"1048";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1048";"FRANCISCO DE TORQUEMADA";" ";"CALLE";"1048"
"1047";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1047";"FRANCISCO DE TORQUEMADA";" ";"CALLE";"1047"
"1043";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1043";"FRANCISCO DE TORQUEMADA";" ";"CALLE";"1043"
"1042";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1042";"FRANCISCO DE TORQUEMADA";" ";"CALLE";"1042"
"1038";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1038";"FRANCISCO DE TORQUEMADA";" ";"CALLE";"1038"
"1003";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1003";"FRANCISCO DE TORQUEMADA";" ";"CALLE";"1003"
"6688";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6688";"FRANCISCO GONZALEZ DIAZ";" ";"CALLE";"6688"
"1050";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1050";"FRANCISCO GONZALEZ DIAZ";" ";"CALLE";"1050"
"1046";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1046";"FRANCISCO GONZALEZ DIAZ";" ";"CALLE";"1046"
"1056";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1056";"FRANCISCO GOURIE";" ";"CALLE";"1056"
"1053";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1053";"FRANCISCO GOURIE";" ";"CALLE";"1053"
"1052";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1052";"FRANCISCO GOURIE";" ";"CALLE";"1052"
"1051";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1051";"FRANCISCO GOURIE";" ";"CALLE";"1051"
"1045";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1045";"FRANCISCO GOURIE";" ";"CALLE";"1045"
"1057";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1057";"FRANCISCO JAREÑO";" ";"CALLE";"1057"
"1058";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1058";"FRANCISCO MALDONADO";" ";"CALLE";"1058"
"1069";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1069";"FRANKLIN";" ";"CALLE";"1069"
"1060";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1060";"FRESA";" ";"CALLE";"1060"
"1059";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1059";"FRESA";" ";"CALLE";"1059"
"1061";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1061";"FRESNO";" ";"CALLE";"1061"
"1062";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1062";"FRIAS";" ";"CALLE";"1062"
"1044";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1044";"FUENTE";" ";"CALLE";"1044"
"1066";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1066";"FUENTE";" ";"CALLE";"1066"
"1067";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1067";"FUERTEVENTURA";" ";"CALLE";"1067"
"1068";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1068";"FUNCHAL";" ";"CALLE";"1068"
"1064";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1064";"FUSTA";" ";"CALLE";"1064"
"1076";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1076";"GABRIEL MIRO";" ";"CALLE";"1076"
"1084";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1084";"GACELA";" ";"CALLE";"1084"
"1077";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1077";"GACELA";" ";"CALLE";"1077"
"1075";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1075";"GACELA";" ";"CALLE";"1075"
"1074";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1074";"GAGO COUTINHO";" ";"CALLE";"1074"
"4337";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4337";"GALDAR";"A";"CMNO";"4337"
"1078";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1078";"GALGAS";" ";"CALLE";"1078"
"1093";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1093";"GALILEO";" ";"CALLE";"1093"
"1092";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1092";"GALILEO";" ";"CALLE";"1092"
"1091";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1091";"GALILEO";" ";"CALLE";"1091"
"1090";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1090";"GALILEO";" ";"CALLE";"1090"
"1087";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1087";"GALILEO";" ";"CALLE";"1087"
"1095";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1095";"GALO PONTE";" ";"CALLE";"1095"
"1094";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1094";"GALO PONTE";" ";"CALLE";"1094"
"1086";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1086";"GALO PONTE";" ";"CALLE";"1086"
"1099";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1099";"GAMONAL";" ";"CALLE";"1099"
"1097";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1097";"GAMONAL";" ";"CALLE";"1097"
"1102";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1102";"GARCIA MORATO";" ";"CALLE";"1102"
"5647";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5647";"GARCIA MORATO";" ";"CALLE";"5647"
"1103";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1103";"GARCIA TELLO";" ";"CALLE";"1103"
"1101";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1101";"GARCIA TELLO";" ";"CALLE";"1101"
"1085";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1085";"GATO";" ";"CALLE";"1085"
"1113";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1113";"GAVIOTA";" ";"CALLE";"1113"
"1105";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1105";"GAVIOTA";" ";"CALLE";"1105"
"1109";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1109";"GENERAL BRAVO";" ";"CALLE";"1109"
"1108";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1108";"GENERAL BRAVO";" ";"CALLE";"1108"
"1107";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1107";"GENERAL BRAVO";" ";"CALLE";"1107"
"1106";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1106";"GENERAL BRAVO";" ";"CALLE";"1106"
"1104";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1104";"GENERAL BRAVO";" ";"CALLE";"1104"
"1110";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1110";"JOSE JUAN MEGIAS, DOCTOR";" ";"CALLE";"1110"
"1129";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1129";"MENDIZABAL";" ";"CALLE";"1129"
"1116";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1116";"MENDIZABAL";" ";"CALLE";"1116"
"1115";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1115";"MENDIZABAL";" ";"CALLE";"1115"
"1111";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1111";"MENDIZABAL";" ";"CALLE";"1111"
"1121";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1121";"MARY SANCHEZ";" ";"CALLE";"1121"
"1083";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1083";"MARY SANCHEZ";" ";"CALLE";"1083"
"1142";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1142";"OLOF PALME";" ";"CALLE";"1142"
"1141";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1141";"OLOF PALME";" ";"CALLE";"1141"
"1132";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1132";"OLOF PALME";" ";"CALLE";"1132"
"1131";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1131";"OLOF PALME";" ";"CALLE";"1131"
"1128";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1128";"OLOF PALME";" ";"CALLE";"1128"
"1159";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1159";"GENERAL VIVES";" ";"CALLE";"1159"
"1143";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1143";"GENERAL VIVES";" ";"CALLE";"1143"
"1140";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1140";"GENERAL VIVES";" ";"CALLE";"1140"
"1139";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1139";"GENERAL VIVES";" ";"CALLE";"1139"
"1138";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1138";"GENERAL VIVES";" ";"CALLE";"1138"
"1137";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1137";"GENERAL VIVES";" ";"CALLE";"1137"
"1135";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1135";"GENERAL VIVES";" ";"CALLE";"1135"
"1134";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1134";"GENERAL VIVES";" ";"CALLE";"1134"
"1133";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1133";"GENERAL VIVES";" ";"CALLE";"1133"
"1117";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1117";"GENERAL VIVES";" ";"CALLE";"1117"
"5638";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5638";"GENERAL VIVES";" ";"CALLE";"5638"
"6663";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6663";"GILES";"LOS";"LUGAR";"6663"
"6665";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6665";"GILES";"LOS";"LUGAR";"6665"
"1151";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1151";"GIRASOL";" ";"CALLE";"1151"
"1150";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1150";"GIRASOL";" ";"CALLE";"1150"
"1149";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1149";"GIRASOL";" ";"CALLE";"1149"
"1148";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1148";"GIRASOL";" ";"CALLE";"1148"
"1154";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1154";"GLOBO";" ";"CALLE";"1154"
"1153";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1153";"GLOBO";" ";"CALLE";"1153"
"1147";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1147";"GLOBO";" ";"CALLE";"1147"
"1162";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1162";"GOMERA";" ";"CALLE";"1162"
"1161";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1161";"GOMERA";" ";"CALLE";"1161"
"1165";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1165";"GOMEZ ESCUDERO, DOCTOR";" ";"CALLE";"1165"
"1163";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1163";"GOMEZ ESCUDERO, DOCTOR";" ";"CALLE";"1163"
"1160";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1160";"GOMEZ ESCUDERO, DOCTOR";" ";"CALLE";"1160"
"1164";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1164";"GONGORA";" ";"CALLE";"1164"
"1182";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1182";"GOYA";" ";"CALLE";"1182"
"1181";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1181";"GOYA";" ";"CALLE";"1181"
"1186";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1186";"GRANADERA CANARIA";" ";"CALLE";"1186"
"1184";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1184";"GRANADERA CANARIA";" ";"CALLE";"1184"
"1180";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1180";"GRANADERA CANARIA";" ";"CALLE";"1180"
"6673";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6673";"GRANADILLAR";" ";"LUGAR";"6673"
"1188";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1188";"GRANATE";" ";"CALLE";"1188"
"1187";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1187";"GRANATE";" ";"CALLE";"1187"
"1204";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1204";"MANUEL DE LA NUEZ,  DOCTOR";" ";"CALLE";"1204"
"1203";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1203";"MANUEL DE LA NUEZ,  DOCTOR";" ";"CALLE";"1203"
"1194";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1194";"MANUEL DE LA NUEZ,  DOCTOR";" ";"CALLE";"1194"
"1193";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1193";"MANUEL DE LA NUEZ,  DOCTOR";" ";"CALLE";"1193"
"1192";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1192";"MANUEL DE LA NUEZ,  DOCTOR";" ";"CALLE";"1192"
"1191";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1191";"MANUEL DE LA NUEZ,  DOCTOR";" ";"CALLE";"1191"
"1190";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1190";"MANUEL DE LA NUEZ,  DOCTOR";" ";"CALLE";"1190"
"1189";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1189";"MANUEL DE LA NUEZ,  DOCTOR";" ";"CALLE";"1189"
"1213";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1213";"GRECO";"EL";"CALLE";"1213"
"1212";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1212";"GRECO";"EL";"CALLE";"1212"
"1211";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1211";"GRECO";"EL";"CALLE";"1211"
"1209";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1209";"GRECO";"EL";"CALLE";"1209"
"1208";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1208";"GRECO";"EL";"CALLE";"1208"
"1207";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1207";"GRECO";"EL";"CALLE";"1207"
"1206";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1206";"GRECO";"EL";"CALLE";"1206"
"1197";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1197";"GRECO";"EL";"CALLE";"1197"
"1216";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1216";"GUADALFIA";" ";"CALLE";"1216"
"1215";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1215";"GUADALFIA";" ";"CALLE";"1215"
"1221";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1221";"GUADIANA";" ";"CALLE";"1221"
"1218";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1218";"GUADIANA";" ";"CALLE";"1218"
"1217";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1217";"GUADIANA";" ";"CALLE";"1217"
"1196";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1196";"GUADIANA";" ";"CALLE";"1196"
"1223";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1223";"GUAIRES";" ";"CALLE";"1223"
"1222";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1222";"GUAIRES";" ";"CALLE";"1222"
"1220";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1220";"GUAIRES";" ";"CALLE";"1220"
"1234";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1234";"GUANCHIA";" ";"CALLE";"1234"
"1224";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1224";"GUANCHIA";" ";"CALLE";"1224"
"1226";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1226";"GUATEMALA";" ";"CALLE";"1226"
"1237";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1237";"GUAYEDRA";" ";"CALLE";"1237"
"1236";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1236";"GUAYEDRA";" ";"CALLE";"1236"
"1235";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1235";"GUAYEDRA";" ";"CALLE";"1235"
"1232";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1232";"GUAYEDRA";" ";"CALLE";"1232"
"1227";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1227";"GUAYEDRA";" ";"CALLE";"1227"
"921";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/921";"GUMIDAFE";" ";"CALLE";"921"
"1238";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1238";"GUMIDAFE";" ";"CALLE";"1238"
"1248";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1248";"HALMA";" ";"CALLE";"1248"
"1243";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1243";"HERNAN MORO";" ";"CALLE";"1243"
"1263";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1263";"HERNAN PEREZ DE GRADO";" ";"CALLE";"1263"
"1254";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1254";"HERNAN PEREZ DE GRADO";" ";"CALLE";"1254"
"1253";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1253";"HERNAN PEREZ DE GRADO";" ";"CALLE";"1253"
"5847";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5847";"CONCORDIA";" ";"PLAZA";"5847"
"5846";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5846";"CONCORDIA";" ";"PLAZA";"5846"
"5845";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5845";"CONCORDIA";" ";"PLAZA";"5845"
"5844";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5844";"CONCORDIA";" ";"PLAZA";"5844"
"5843";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5843";"CONCORDIA";" ";"PLAZA";"5843"
"1252";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1252";"HERRERIA";" ";"CALLE";"1252"
"1256";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1256";"HIERRO";" ";"CALLE";"1256"
"1255";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1255";"HIERRO";" ";"CALLE";"1255"
"1261";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1261";"HOYA DE LA PLATA";" ";"CALLE";"1261"
"1258";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1258";"HOYA DE LA PLATA";" ";"CALLE";"1258"
"1242";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1242";"HOYA DE LA PLATA";" ";"CALLE";"1242"
"5194";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5194";"HOYA DEL PARRADO";" ";"LUGAR";"5194"
"6684";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6684";"HURTADO DE MENDOZA";" ";"PLAZA";"6684"
"6683";"2017-10-29 03:12:23";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6683";"HURTADO DE MENDOZA";" ";"PLAZA";"6683"
